年度,事件名稱,災害類型,縣市,鄉鎮,村里,災害地點,速報連結,災害時間,審查會議日期
98,莫拉克颱風,沖蝕,雲林縣,古坑鄉,草嶺村,摸石乳部落(草嶺國小下邊坡嘉149甲線34K),https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-雲林古坑-010.pdf,20090808,2010-07-26 00:00:00
98,莫拉克颱風,土石流,雲林縣,古坑鄉,草嶺村,梅溪渡假村（竹篙水35號電桿處野溪）,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-雲林古坑-008.pdf,20090808,2010-07-26 00:00:00
98,莫拉克颱風,土石流,嘉義縣,大埔鄉,茄苳村,9鄰木瓜坑,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-嘉義大埔-001.pdf,20090808,2010-07-26 00:00:00
98,莫拉克颱風,土石流,嘉義縣,梅山鄉,太和村,蛤里味部落太和國小(位於嘉169線4K處),https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-嘉義梅山-013.pdf,20090808,2010-07-26 00:00:00
98,莫拉克颱風,土石流,嘉義縣,梅山鄉,太和村,全仔社6鄰（嘉縣149甲44K）,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-嘉義梅山-015.pdf,20090808,2010-07-26 00:00:00
98,莫拉克颱風,土石流,嘉義縣,梅山鄉,太和村,社前湖8-5號(仁和國小邊坡下方靠近社興橋舊址處),https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-嘉義梅山-014.pdf,20090808,2010-07-26 00:00:00
98,莫拉克颱風,地滑,高雄市,桃源區,寶山里,後棟仔部落石橋52號民宅,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-高雄桃源-005.pdf,20090808,2010-07-26 00:00:00
98,莫拉克颱風,沖蝕,嘉義縣,阿里山鄉,新美村,新美村2鄰(近嘉129線17.5k處),https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-嘉義阿里山-010.pdf,20090808,2010-07-26 00:00:00
98,莫拉克颱風,土石流,嘉義縣,阿里山鄉,茶山村,雅米阿那聚落(茶山村1鄰),https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-嘉義阿里山-009.pdf,20090808,2010-07-26 00:00:00
98,莫拉克颱風,土石流,嘉義縣,阿里山鄉,山美村,山美國小(嘉129線靠近山美段209號電線桿處),https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-嘉義阿里山-008.pdf,20090808,2010-07-26 00:00:00
98,莫拉克颱風,"沖蝕,崩塌",嘉義縣,阿里山鄉,達邦村,特富野度假山莊(達邦段57號電線桿),https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-嘉義阿里山-007.pdf,20090808,2010-07-26 00:00:00
98,莫拉克颱風,沖蝕,嘉義縣,阿里山鄉,十字村,十字村6鄰(嘉149線往來吉段204號電線桿處),https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-嘉義阿里山-006.pdf,20090807,2010-07-26 00:00:00
98,莫拉克颱風,"沖蝕,地滑",嘉義縣,番路鄉,大湖村,五百恩仔部落(嘉159甲線25.5K處),https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-嘉義番路-002.pdf,20090807,2010-07-26 00:00:00
98,莫拉克颱風,土石流,高雄市,六龜區,寶來里,台20線寶建路段,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-高雄六龜-014.pdf,20090807,2010-07-26 00:00:00
98,莫拉克颱風,地滑,嘉義縣,梅山鄉,瑞里村,梅山鄉瑞里村5鄰62-8號,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-嘉義梅山-006.pdf,20090807,2010-07-26 00:00:00
98,莫拉克颱風,土石流,高雄市,六龜區,寶來里,五龍宮(台20線轉入寶建路約200公尺處),https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-高雄六龜-011.pdf,20090807,2010-04-07 00:00:00
98,莫拉克颱風,土石流,高雄市,六龜區,中興里,台27線17k,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-高雄六龜-006.pdf,20090807,2010-04-07 00:00:00
98,其他,沖蝕,屏東縣,瑪家鄉,北葉村,好茶道路(自台灣原住民文化園區入口處往好茶村方向約1.05公里處、距觀流吊橋約130公尺),https://246.swcb.gov.tw/AllFiles/PDF/98年其他-屏東瑪家-001.pdf,20090725,2010-04-07 00:00:00
97,薔蜜颱風,"沖蝕,地滑",臺北市,文山區,指南里,萬壽路61巷棲霞山莊、75巷政大御花園後方坡地及光明路二段74巷11號附近道路及民宅,https://246.swcb.gov.tw/AllFiles/PDF/97年薔蜜颱風-台北文山-001.pdf,20080928,2009-05-25 00:00:00
97,辛樂克颱風,"沖蝕,洪水",南投縣,仁愛鄉,精英村,廬山溫泉區,https://246.swcb.gov.tw/AllFiles/PDF/97年辛樂克颱風-南投仁愛-005.pdf,20080915,2009-05-25 00:00:00
97,辛樂克颱風,"土石流,沖蝕",南投縣,信義鄉,豐丘村,災害地點位於台21線91k+600處豐丘明隧道南端,https://246.swcb.gov.tw/AllFiles/PDF/97年辛樂克颱風-南投信義-002.pdf,20080915,2009-05-25 00:00:00
97,辛樂克颱風,地滑,苗栗縣,頭屋鄉,鳴鳳村,縣道苗22夢幻桐花步道入口意像旁農路南側邊坡,https://246.swcb.gov.tw/AllFiles/PDF/97年辛樂克颱風-苗栗頭屋-001.pdf,20080915,2009-05-25 00:00:00
97,辛樂克颱風,地滑,苗栗縣,銅鑼鄉,盛隆村,電桿編號麻園幹108號,https://246.swcb.gov.tw/AllFiles/PDF/97年辛樂克颱風-苗栗銅鑼-002.pdf,20080915,2009-05-25 00:00:00
97,辛樂克颱風,沖蝕,臺中市,北屯區,大坑里,電桿編號竹豐枝45號,https://246.swcb.gov.tw/AllFiles/PDF/97年辛樂克颱風-台中北屯-001.pdf,20080915,2009-05-25 00:00:00
97,辛樂克颱風,洪水,南投縣,仁愛鄉,南豐村,受災地點位於台14線里程73k+100處東眼山橋,https://246.swcb.gov.tw/AllFiles/PDF/97年辛樂克颱風-南投仁愛-004.pdf,20080915,2009-05-25 00:00:00
97,辛樂克颱風,洪水,南投縣,仁愛鄉,南豐村,受災地點位於南豐橋,https://246.swcb.gov.tw/AllFiles/PDF/97年辛樂克颱風-南投仁愛-003.pdf,20080915,2009-05-25 00:00:00
97,辛樂克颱風,土石流,南投縣,仁愛鄉,南豐村,災害地點位於台14線下眉橋處,https://246.swcb.gov.tw/AllFiles/PDF/97年辛樂克颱風-南投仁愛-002.pdf,20080915,2009-05-25 00:00:00
97,辛樂克颱風,土石流,南投縣,仁愛鄉,南豐村,受災地點位於台14線里程71k+100處南山橋,https://246.swcb.gov.tw/AllFiles/PDF/97年辛樂克颱風-南投仁愛-001.pdf,20080915,2009-05-25 00:00:00
97,辛樂克颱風,土石流,宜蘭縣,礁溪鄉,匏崙村,農宜礁7號農路支線與農 宜礁7號農路交會處之無名橋,https://246.swcb.gov.tw/AllFiles/PDF/97年辛樂克颱風-宜蘭礁溪-001.pdf,20080914,2009-05-25 00:00:00
97,辛樂克颱風,沖蝕,新北市,土城區,清水里,土城市國際路139巷2號-22號後方邊坡,https://246.swcb.gov.tw/AllFiles/PDF/97年辛樂克颱風-台北土城-001.pdf,20080914,2009-05-25 00:00:00
97,辛樂克颱風,洪水,苗栗縣,銅鑼鄉,樟樹村,台13線45K+500處,https://246.swcb.gov.tw/AllFiles/PDF/97年辛樂克颱風-苗栗銅鑼-001.pdf,20080914,2009-05-25 00:00:00
97,辛樂克颱風,地滑,嘉義縣,竹崎鄉,緞繻村,緞繻村雙溪1鄰4號屋後上邊坡檳榔園,https://246.swcb.gov.tw/AllFiles/PDF/97年辛樂克颱風-嘉義竹崎-001.pdf,20080914,2009-05-25 00:00:00
97,辛樂克颱風,地滑,苗栗縣,大湖鄉,武榮村,苗55經武樂橋往坑尾寮方向約1.3公里處,https://246.swcb.gov.tw/AllFiles/PDF/97年辛樂克颱風-苗栗大湖-001.pdf,20080914,2009-05-25 00:00:00
97,辛樂克颱風,崩塌,南投縣,信義鄉,明德村,災害地點位於台21線87k+200處中油加油站,https://246.swcb.gov.tw/AllFiles/PDF/97年辛樂克颱風-南投信義-001.pdf,20080914,2009-05-25 00:00:00
97,辛樂克颱風,沖蝕,南投縣,水里鄉,郡坑村,災害地點流籠坑野溪(南投070)彰明橋上游左岸邊坡,https://246.swcb.gov.tw/AllFiles/PDF/97年辛樂克颱風-南投水里-002.pdf,20080914,2009-05-25 00:00:00
97,辛樂克颱風,洪水,南投縣,水里鄉,玉峰村,受災地點位於131縣道36k處所在野溪竹湖橋,https://246.swcb.gov.tw/AllFiles/PDF/97年辛樂克颱風-南投水里-001.pdf,20080914,2009-05-25 00:00:00
97,辛樂克颱風,地滑,新竹縣,北埔鄉,大湖村,大湖村辦公室旁,https://246.swcb.gov.tw/AllFiles/PDF/97年辛樂克颱風-新竹北埔-001.pdf,20080914,2009-05-25 00:00:00
97,鳳凰颱風,洪水,花蓮縣,鳳林鎮,鳳義里,地標：受災地點位於鳳義里鳳林溪思源橋上游側130公尺處之梳子壩,https://246.swcb.gov.tw/AllFiles/PDF/97年鳳凰颱風-花蓮鳳林-001.pdf,20080728,2009-05-25 00:00:00
97,鳳凰颱風,土石流,花蓮縣,光復鄉,大興村,"地標：受災地點位於大興村南清水溪錦豐橋上游側1,300公尺處之梳子壩",https://246.swcb.gov.tw/AllFiles/PDF/97年鳳凰颱風-花蓮光復-001.pdf,20080728,2009-05-25 00:00:00
97,鳳凰颱風,地滑,南投縣,中寮鄉,清水村,下水堀二號橋上游200公尺,https://246.swcb.gov.tw/AllFiles/PDF/97年鳳凰颱風-南投中寮-001.pdf,20080728,2009-05-25 00:00:00
97,卡玫基颱風,洪水,高雄市,六龜區,興龍里,舊潭橋上方之舊潭路30號民宅,https://246.swcb.gov.tw/AllFiles/PDF/97年卡玫基颱風-高雄六龜-007.pdf,20080719,2009-05-25 00:00:00
97,卡玫基颱風,"洪水,崩塌",南投縣,草屯鎮,雙冬里,中華檜木油博物館往北方約20公尺處,https://246.swcb.gov.tw/AllFiles/PDF/97卡玫基颱風-南投草屯-001.pdf,20080719,2009-05-25 00:00:00
97,卡玫基颱風,地滑,嘉義縣,中埔鄉,中崙村,嘉義縣公車中崙嶺站,https://246.swcb.gov.tw/AllFiles/PDF/97年卡玫基颱風-嘉義中埔-001.pdf,20080718,2009-05-25 00:00:00
97,卡玫基颱風,"土石流,洪水",臺南市,南化區,關山里,關山12號橋,https://246.swcb.gov.tw/AllFiles/PDF/97年卡玫基颱風-台南南化-002.pdf,20080718,2009-05-25 00:00:00
97,卡玫基颱風,土石流,臺南市,楠西區,灣丘里,井湖產業道路,https://246.swcb.gov.tw/AllFiles/PDF/97年卡玫基颱風-台南楠西-002.pdf,20080718,2009-05-25 00:00:00
97,卡玫基颱風,土石流,南投縣,埔里鎮,麒麟里,災害地點位於投72線6.2~7.2k處,https://246.swcb.gov.tw/AllFiles/PDF/97年卡玫基颱風-南投埔里-002.pdf,20080718,2009-05-25 00:00:00
97,卡玫基颱風,土石流,南投縣,埔里鎮,麒麟里,投69線里程4k處，過坑,https://246.swcb.gov.tw/AllFiles/PDF/97年卡玫基颱風-南投埔里-001.pdf,20080718,2009-05-25 00:00:00
97,卡玫基颱風,土石流,南投縣,信義鄉,潭南村,災害地點位於投63線潭南一號橋,https://246.swcb.gov.tw/AllFiles/PDF/97年卡玫基颱風-南投信義-001.pdf,20080718,2009-05-25 00:00:00
97,卡玫基颱風,崩塌,南投縣,水里鄉,民和村,民和橋上游,https://246.swcb.gov.tw/AllFiles/PDF/97年卡玫基颱風-南投水里-001.pdf,20080718,2009-05-25 00:00:00
97,卡玫基颱風,地滑,南投縣,仁愛鄉,翠華村,力行產業道路約39公里處,https://246.swcb.gov.tw/AllFiles/PDF/97年卡玫基颱風-南投仁愛-002.pdf,20080718,2009-05-25 00:00:00
97,卡玫基颱風,土石流,南投縣,仁愛鄉,法治村,卓社隧道出口旁,https://246.swcb.gov.tw/AllFiles/PDF/97年卡玫基颱風-南投仁愛-001.pdf,20080718,2009-05-25 00:00:00
97,卡玫基颱風,"沖蝕,洪水",南投縣,中寮鄉,福盛村,連續潛壩,https://246.swcb.gov.tw/AllFiles/PDF/97年卡玫基颱風-南投中寮-002.pdf,20080718,2009-05-25 00:00:00
97,卡玫基颱風,地滑,南投縣,中寮鄉,清水村,下水堀二號橋上游200公尺,https://246.swcb.gov.tw/AllFiles/PDF/97年卡玫基颱風-南投中寮-001.pdf,20080718,2009-05-25 00:00:00
97,卡玫基颱風,崩塌,南投縣,魚池鄉,日月村,伊達邵商店街,https://246.swcb.gov.tw/AllFiles/PDF/97年卡玫基颱風-南投魚池-001.pdf,20080718,2009-05-25 00:00:00
97,卡玫基颱風,地滑,高雄市,六龜區,寶來里,高雄縣六龜鄉寶來村五龍宮,https://246.swcb.gov.tw/AllFiles/PDF/97年卡玫基颱風-高雄六龜-004.pdf,20080718,2009-05-25 00:00:00
97,卡玫基颱風,土石流,高雄市,六龜區,中興里,聖母宮東南方160公尺,https://246.swcb.gov.tw/AllFiles/PDF/97年卡玫基颱風-高雄六龜-002.pdf,20080718,2009-05-25 00:00:00
97,卡玫基颱風,土石流,高雄市,桃源區,建山里,建山二橋,https://246.swcb.gov.tw/AllFiles/PDF/97年卡玫基颱風-高雄桃源-002.pdf,20080718,2009-05-25 00:00:00
97,卡玫基颱風,土石流,高雄市,桃源區,建山里,建山國小西北側之2鄰57-1號民宅,https://246.swcb.gov.tw/AllFiles/PDF/97年卡玫基颱風-高雄桃源-001.pdf,20080718,2009-05-25 00:00:00
97,卡玫基颱風,崩塌,高雄市,那瑪夏區,瑪雅里,高雄縣那瑪夏鄉三民國中,https://246.swcb.gov.tw/AllFiles/PDF/97年卡玫基颱風-高雄那瑪夏-001.pdf,20080718,2009-05-25 00:00:00
97,卡玫基颱風,"土石流,洪水",臺中市,新社區,協成里,協中街與南華街口,https://246.swcb.gov.tw/AllFiles/PDF/97年卡玫基颱風-台中新社-001.pdf,20080718,2009-05-25 00:00:00
97,卡玫基颱風,沖蝕,臺中市,東勢區,慶福里,天公廟,https://246.swcb.gov.tw/AllFiles/PDF/97年卡玫基颱風-台中東勢-001.pdf,20080718,2009-05-25 00:00:00
97,卡玫基颱風,"土石流,沖蝕",臺中市,北屯區,民德里,雙連橋與長壽橋上游,https://246.swcb.gov.tw/AllFiles/PDF/97年卡玫基颱風-台中北屯-001.pdf,20080718,2009-05-25 00:00:00
97,卡玫基颱風,沖蝕,高雄市,六龜區,中興里,受災地點位於台27線17.3k處大智瀑布,https://246.swcb.gov.tw/AllFiles/PDF/97年卡玫基颱風-高雄六龜-003.pdf,20080717,2009-05-25 00:00:00
97,卡玫基颱風,土石流,高雄市,杉林區,木梓里,福德寺,https://246.swcb.gov.tw/AllFiles/PDF/97年卡玫基颱風-高雄杉林-001.pdf,20080717,2009-05-25 00:00:00
97,卡玫基颱風,沖蝕,高雄市,甲仙區,東安里,台20線內寮橋,https://246.swcb.gov.tw/AllFiles/PDF/97年卡玫基颱風-高雄甲仙-004.pdf,20080717,2009-05-25 00:00:00
97,卡玫基颱風,"沖蝕,洪水",高雄市,甲仙區,東安里,鹽酸坑橋上游約140公尺,https://246.swcb.gov.tw/AllFiles/PDF/97年卡玫基颱風-高雄甲仙-003.pdf,20080717,2009-05-25 00:00:00
97,卡玫基颱風,崩塌,高雄市,甲仙區,大田里,高129線約1.1k處(仙橋),https://246.swcb.gov.tw/AllFiles/PDF/97年卡玫基颱風-高雄甲仙-002.pdf,20080717,2009-05-25 00:00:00
97,卡玫基颱風,"土石流,洪水",高雄市,甲仙區,東安里,高130線3.7k處南邑慈恩第11號橋,https://246.swcb.gov.tw/AllFiles/PDF/97年卡玫基颱風-高雄甲仙-001.pdf,20080717,2009-05-25 00:00:00
97,卡玫基颱風,沖蝕,高雄市,六龜區,寶來里,災害地點位於台20線79k處檨仔腳聚落,https://246.swcb.gov.tw/AllFiles/PDF/97年卡玫基颱風-高雄六龜-001.pdf,20080717,2009-05-25 00:00:00
97,卡玫基颱風,土石流,臺南市,楠西區,龜丹里,南186鄉道約5.5K,https://246.swcb.gov.tw/AllFiles/PDF/97年卡玫基颱風-台南楠西-004.pdf,20080717,2009-05-25 00:00:00
97,卡玫基颱風,洪水,臺南市,楠西區,灣丘里,妙玄宮,https://246.swcb.gov.tw/AllFiles/PDF/97年卡玫基颱風-台南楠西-003.pdf,20080717,2009-05-25 00:00:00
97,卡玫基颱風,崩塌,臺南市,楠西區,照興里,楠西鄉照興村,https://246.swcb.gov.tw/AllFiles/PDF/97年卡玫基颱風-台南楠西-001.pdf,20080717,2009-05-25 00:00:00
97,卡玫基颱風,崩塌,臺南市,南化區,玉山里,青山宮旁,https://246.swcb.gov.tw/AllFiles/PDF/97年卡玫基颱風-台南南化-001.pdf,20080717,2009-05-25 00:00:00
97,卡玫基颱風,土石流,臺南市,東山區,南勢里,碧蓮寺(175縣道19.7k),https://246.swcb.gov.tw/AllFiles/PDF/97年卡玫基颱風-台南東山-002.pdf,20080717,2009-05-25 00:00:00
97,卡玫基颱風,土石流,臺南市,東山區,南勢里,175縣道21.6k,https://246.swcb.gov.tw/AllFiles/PDF/97年卡玫基颱風-台南東山-001.pdf,20080717,2009-05-25 00:00:00
97,卡玫基颱風,"沖蝕,洪水",高雄市,六龜區,寶來里,建山一橋,https://246.swcb.gov.tw/AllFiles/PDF/97年卡玫基颱風-高雄六龜-006.pdf,20080717,2009-05-25 00:00:00
97,卡玫基颱風,土石流,高雄市,六龜區,寶來里,寶來一號橋,https://246.swcb.gov.tw/AllFiles/PDF/97年卡玫基颱風-高雄六龜-005.pdf,20080717,2009-05-25 00:00:00
97,其他,地滑,南投縣,國姓鄉,大旗村,長旗產業道路上,https://246.swcb.gov.tw/AllFiles/PDF/97年其他-南投國姓-001.pdf,20080713,2009-05-25 00:00:00
97,其他,洪水,彰化縣,社頭鄉,清水村,地標：重生路與清新路交叉口處,https://246.swcb.gov.tw/AllFiles/PDF/97年其他-彰化社頭-001.pdf,20080710,2009-05-25 00:00:00
97,其他,地滑,南投縣,鹿谷鄉,鳳凰村,圓山橋,https://246.swcb.gov.tw/AllFiles/PDF/97年其他-南投鹿谷-001.pdf,20080613,2009-05-25 00:00:00
97,其他,地滑,新竹縣,五峰鄉,桃山村,大鹿林道1公里處,https://246.swcb.gov.tw/AllFiles/PDF/97年其他-新竹五峰-001.pdf,20080525,2009-05-25 00:00:00
97,其他,沖蝕,南投縣,信義鄉,雙龍村,台16線40公里處,https://246.swcb.gov.tw/AllFiles/PDF/97年其他-南投信義-001.pdf,20080312,2009-05-25 00:00:00
96,其他,沖蝕,花蓮縣,鳳林鎮,森榮里,林田山林業文化園區內之,https://246.swcb.gov.tw/AllFiles/PDF/96年其他-花蓮鳳林-001.pdf,20071015,NULL
96,柯羅莎颱風,洪水,苗栗縣,苗栗市,水源里,台6線6.7k處龜山便橋。,https://246.swcb.gov.tw/AllFiles/PDF/96年柯羅莎颱風-苗栗苗栗-001.pdf,20071007,NULL
96,柯羅莎颱風,沖蝕,新北市,五股區,觀音里,靜修堂。,https://246.swcb.gov.tw/AllFiles/PDF/96年柯羅莎颱風-台北五股-001.pdf,20071007,NULL
96,柯羅莎颱風,洪水,嘉義縣,竹崎鄉,龍山村,縣道嘉122線45k處金福橋,https://246.swcb.gov.tw/AllFiles/PDF/96年柯羅莎颱風-嘉義竹崎-001.pdf,20071006,NULL
96,柯羅莎颱風,沖蝕,新竹縣,尖石鄉,錦屏村,錦屏美人湯館,https://246.swcb.gov.tw/AllFiles/PDF/96年柯羅莎颱風-新竹尖石-001.pdf,20071006,NULL
96,柯羅莎颱風,沖蝕,臺北市,士林區,新安里,新安路21之1號,https://246.swcb.gov.tw/AllFiles/PDF/96年柯羅莎颱風-台北士林-001.pdf,20071006,NULL
96,柯羅莎颱風,地滑,臺中市,石岡區,金星里,石忠宮,https://246.swcb.gov.tw/AllFiles/PDF/96年柯羅莎颱風-台中石岡-001.pdf,20071006,NULL
96,柯羅莎颱風,沖蝕,臺中市,太平區,頭汴里,北田路1k處,https://246.swcb.gov.tw/AllFiles/PDF/96年柯羅莎颱風-台中太平-001.pdf,20071006,NULL
96,柯羅莎颱風,沖蝕,新北市,淡水區,福德里,一修寺,https://246.swcb.gov.tw/AllFiles/PDF/96年柯羅莎颱風-台北淡水-001.pdf,20071006,NULL
96,韋帕颱風,地滑,苗栗縣,三義鄉,鯉魚潭村,林務局第4林班地,https://246.swcb.gov.tw/AllFiles/PDF/96年韋帕颱風-苗栗三義-001.pdf,20070919,NULL
96,韋帕颱風,"沖蝕,洪水",桃園市,復興區,華陵里,桃113縣道0k+800處,https://246.swcb.gov.tw/AllFiles/PDF/96年韋帕颱風-桃園復興-002.pdf,20070918,NULL
96,韋帕颱風,洪水,桃園市,復興區,華陵里,巴陵壩,https://246.swcb.gov.tw/AllFiles/PDF/ImpDR_ea9_96年韋帕颱風-桃園復興-001.pdf,20070918,NULL
96,韋帕颱風,土石流,苗栗縣,獅潭鄉,新豐村,八角坑產業道路與野溪會合處,https://246.swcb.gov.tw/AllFiles/PDF/96年韋帕颱風-苗栗獅潭-001.pdf,20070918,NULL
96,韋帕颱風,沖蝕,桃園市,復興區,三光里,抬耀2號野溪,https://246.swcb.gov.tw/AllFiles/PDF/96年韋帕颱風-桃園復興-003.pdf,20070918,NULL
96,其他,洪水,嘉義縣,竹崎鄉,緞繻村,緞繻村1鄰雙溪4號屋後山坡下、6-1號屋後山坡下,https://246.swcb.gov.tw/AllFiles/PDF/96年其他-嘉義竹崎-001.pdf,20070902,NULL
96,聖帕颱風,土石流,高雄市,六龜區,寶來里,寶來一橋,https://246.swcb.gov.tw/AllFiles/PDF/96年聖帕颱風-高雄六龜-001.pdf,20070820,NULL
96,聖帕颱風,地滑,嘉義縣,竹崎鄉,光華村,159甲縣道31k,https://246.swcb.gov.tw/AllFiles/PDF/96年聖帕颱風-嘉義竹崎-001.pdf,20070820,NULL
96,聖帕颱風,土石流,高雄市,甲仙區,東安里,高雄T004,https://246.swcb.gov.tw/AllFiles/PDF/96年聖帕颱風-高雄甲仙-001.pdf,20070819,NULL
96,聖帕颱風,地滑,南投縣,中寮鄉,龍岩村,中寮鄉龍岩村(小溪旁產業道路),https://246.swcb.gov.tw/AllFiles/PDF/96聖帕颱風-南投中寮-001.pdf,20070819,NULL
96,聖帕颱風,地滑,嘉義縣,中埔鄉,石弄村,嘉135鄉道9.3k處,https://246.swcb.gov.tw/AllFiles/PDF/96年聖帕颱風-嘉義中埔-001.pdf,20070818,NULL
96,0809豪雨,沖蝕,高雄市,三民區,九如里,清水巖路254號民宅,https://246.swcb.gov.tw/AllFiles/PDF/960809豪雨-高雄林園-001.pdf,20070815,NULL
96,0809豪雨,沖蝕,臺南市,南化區,西埔里,西埔國小,https://246.swcb.gov.tw/AllFiles/PDF/960809豪雨-台南南化-001.pdf,20070814,NULL
96,0809豪雨,沖蝕,屏東縣,瑪家鄉,瑪家村,瑪家鄉瑪家村(好茶道路，距原住民族文化園區入口約 3公里處),https://246.swcb.gov.tw/AllFiles/PDF/960809豪雨-屏東瑪家-002.pdf,20070813,NULL
96,0809豪雨,沖蝕,屏東縣,三地門鄉,達來村,好茶道路(距好茶獅子橋 2.8 km),https://246.swcb.gov.tw/AllFiles/PDF/960809豪雨-屏東三地門-002.pdf,20070813,NULL
96,0809豪雨,洪水,臺南市,龍崎區,土崎里,內拷潭橋,https://246.swcb.gov.tw/AllFiles/PDF/960809豪雨-台南龍崎-001.pdf,20070813,NULL
96,0809豪雨,洪水,臺南市,玉井區,沙田里,沙田橋,https://246.swcb.gov.tw/AllFiles/PDF/960809豪雨-台南玉井-001.pdf,20070813,NULL
96,0809豪雨,洪水,南投縣,埔里鎮,成功里,投68線4k+112(成功橋)旁支線上游處約1.5km處,https://246.swcb.gov.tw/AllFiles/PDF/960809豪雨-南投埔里-002.pdf,20070813,NULL
96,0809豪雨,沖蝕,南投縣,埔里鎮,蜈蚣里,投79線,https://246.swcb.gov.tw/AllFiles/PDF/960809豪雨-南投埔里-001.pdf,20070813,NULL
96,0809豪雨,沖蝕,屏東縣,九如鄉,九明村,好茶國小後方邊坡,https://246.swcb.gov.tw/AllFiles/PDF/960809豪雨-屏東霧台-002.pdf,20070813,NULL
96,0809豪雨,沖蝕,屏東縣,九如鄉,九明村,好茶教會右側邊坡,https://246.swcb.gov.tw/AllFiles/PDF/960809豪雨-屏東霧台-001.pdf,20070813,NULL
96,0809豪雨,沖蝕,屏東縣,瑪家鄉,瑪家村,好茶道路、觀流吊橋,https://246.swcb.gov.tw/AllFiles/PDF/960809豪雨-屏東瑪家-003.pdf,20070813,NULL
96,0809豪雨,土石流,屏東縣,瑪家鄉,瑪家村,獅子橋,https://246.swcb.gov.tw/AllFiles/PDF/960809豪雨-屏東瑪家-001.pdf,20070813,NULL
96,0809豪雨,沖蝕,屏東縣,三地門鄉,達來村,好茶道路,https://246.swcb.gov.tw/AllFiles/PDF/960809豪雨-屏東三地門-003.pdf,20070813,NULL
96,0809豪雨,土石流,屏東縣,三地門鄉,達來村,好茶道路,https://246.swcb.gov.tw/AllFiles/PDF/960809豪雨-屏東三地門-001.pdf,20070813,NULL
96,0809豪雨,洪水,臺中市,東勢區,泰昌里,東崎街義渡橋下游約135公尺處,https://246.swcb.gov.tw/AllFiles/PDF/960809豪雨-台中東勢-001.pdf,20070811,NULL
96,0809豪雨,沖蝕,南投縣,鹿谷鄉,清水村,南投縣產業運輸大道,https://246.swcb.gov.tw/AllFiles/PDF/960809豪雨-南投鹿谷-001.pdf,20070810,NULL
96,0809豪雨,洪水,臺南市,龍崎區,崎頂里,崎腳橋,https://246.swcb.gov.tw/AllFiles/PDF/960809豪雨-台南龍崎-002.pdf,20070809,NULL
96,0809豪雨,土石流,臺東縣,太麻里鄉,大王村,無明顯地標，鄰近沙崙溪,https://246.swcb.gov.tw/AllFiles/PDF/960809豪雨-台東太麻里-001.pdf,20070809,NULL
96,0604豪雨,沖蝕,新北市,中和區,華南里,中和市華南里(磐石社區),https://246.swcb.gov.tw/AllFiles/PDF/960604豪雨-台北中和-001.pdf,20070610,NULL
96,0604豪雨,洪水,臺中市,東勢區,慶福里,福南橋,https://246.swcb.gov.tw/AllFiles/PDF/960604豪雨-台中東勢-002.pdf,20070609,NULL
96,0604豪雨,沖蝕,南投縣,仁愛鄉,大同村,台電萬大電廠第二號辦公室,https://246.swcb.gov.tw/AllFiles/PDF/960604豪雨-南投仁愛-001.pdf,20070609,NULL
96,0604豪雨,沖蝕,新北市,石碇區,潭邊里,縣106乙6.8K處之邊坡崩塌，近「大樹下」餐飲店,https://246.swcb.gov.tw/AllFiles/PDF/960604豪雨-台北石碇-001.pdf,20070608,NULL
96,0604豪雨,地滑,臺中市,東勢區,泰興里,勝玄宮,https://246.swcb.gov.tw/AllFiles/PDF/960604豪雨-台中東勢-001.pdf,20070608,NULL
96,0604豪雨,沖蝕,南投縣,國姓鄉,乾溝村,仁愛橋,https://246.swcb.gov.tw/AllFiles/PDF/960604豪雨-南投國姓-002.pdf,20070608,NULL
96,0604豪雨,地滑,南投縣,國姓鄉,乾溝村,清景橋,https://246.swcb.gov.tw/AllFiles/PDF/960604豪雨-南投國姓-001.pdf,20070608,NULL
96,0604豪雨,沖蝕,基隆市,安樂區,三民里,中山高速公路八堵交流道下，左轉往金山方向沿麥金路行駛約1200公尺處,https://246.swcb.gov.tw/AllFiles/PDF/960604豪雨-基隆安樂-001.pdf,20070608,NULL
