年度,事件名稱,災害類型,縣市,鄉鎮,村里,災害地點,速報連結,災害時間,審查會議日期
102,天兔颱風,沖蝕,臺東縣,太麻里鄉,美和村,富野飯店(龍泉路18號),https://246.swcb.gov.tw/AllFiles/PDF/102年天兔颱風-台東太麻里-001_最_.pdf,20130921,2014-01-09 00:00:00
102,康芮颱風,沖蝕,新北市,烏來區,信賢里,信福路10.5K處,https://246.swcb.gov.tw/AllFiles/PDF/102年康芮颱風-新北烏來-001_最_.pdf,20130901,2014-01-09 00:00:00
102,康芮颱風,沖蝕,新北市,五股區,觀音里,凌雲路三段,https://246.swcb.gov.tw/AllFiles/PDF/102年康芮颱風-新北五股-001_最_.pdf,20130901,2014-01-09 00:00:00
102,康芮颱風,沖蝕,基隆市,中正區,碧砂里,碧砂漁港停車場入口(台2線北寧路),https://246.swcb.gov.tw/AllFiles/PDF/102年康芮颱風-基隆中正-001_最_.pdf,20130831,2014-01-09 00:00:00
102,康芮颱風,沖蝕,基隆市,中正區,碧砂里,北寧路364-3～6號民宅,https://246.swcb.gov.tw/AllFiles/PDF/102年康芮颱風-基隆中正-003_最_.pdf,20130831,2014-01-09 00:00:00
102,康芮颱風,沖蝕,基隆市,中正區,碧砂里,台2線68K,https://246.swcb.gov.tw/AllFiles/PDF/102年康芮颱風-基隆中正-002_最_.pdf,20130831,2014-01-09 00:00:00
102,菲特颱風,,彰化縣,彰化市,大竹里,安溪東路51巷(「江南花園城」1號~27-1號民宅),https://246.swcb.gov.tw/AllFiles/PDF/102年菲特颱風-彰化彰市-001_最_.pdf,20130831,2014-01-09 00:00:00
102,康芮颱風,沖蝕,屏東縣,獅子鄉,內獅村,南迴鐵路枋山2號隧道,https://246.swcb.gov.tw/AllFiles/PDF/102年康芮颱風-屏東獅子-001_最_.pdf,20130831,2014-01-09 00:00:00
102,康芮颱風,沖蝕,臺南市,新化區,大坑里,大坑尾漢龍宮(大坑里3鄰大坑尾102之1號),https://246.swcb.gov.tw/AllFiles/PDF/102年康芮颱風-台南新化-001_最_.pdf,20130829,2014-01-09 00:00:00
102,康芮颱風,沖蝕,臺中市,霧峰區,坑口里,彩虹農路(復興路二段，松群護理之家東北方700公尺),https://246.swcb.gov.tw/AllFiles/PDF/102年康芮颱風-台中霧峰-002_最_.pdf,20130829,2014-01-09 00:00:00
102,康芮颱風,沖蝕,臺中市,霧峰區,坑口里,阿科土雞城(新生路134號),https://246.swcb.gov.tw/AllFiles/PDF/102年康芮颱風-台中霧峰-001_最_.pdf,20130829,2014-01-09 00:00:00
102,康芮颱風,"土石流,洪水",屏東縣,獅子鄉,南世村,南世內獅聯絡道路,https://246.swcb.gov.tw/AllFiles/PDF/102年康芮颱風-屏東獅子-002_最_.pdf,20130829,2014-01-09 00:00:00
102,康芮颱風,"沖蝕,洪水",雲林縣,古坑鄉,崁腳村,台3線264K+500,https://246.swcb.gov.tw/AllFiles/PDF/102年康芮颱風-雲林古坑-001_最_.pdf,20130829,2014-01-09 00:00:00
102,康芮颱風,沖蝕,嘉義縣,中埔鄉,東興村,復東橋南面坡地,https://246.swcb.gov.tw/AllFiles/PDF/102年康芮颱風-嘉義中埔-001_最_.pdf,20130829,2014-01-09 00:00:00
102,康芮颱風,沖蝕,嘉義縣,竹崎鄉,獅埜村,獅埜村13鄰27號,https://246.swcb.gov.tw/AllFiles/PDF/102年康芮颱風-嘉義竹崎-001_最_.pdf,20130829,2014-01-09 00:00:00
102,其他,沖蝕,嘉義縣,竹崎鄉,桃源村,嘉128線(仁宇橋),https://246.swcb.gov.tw/AllFiles/PDF/102年其他-嘉義竹崎-001_最_.pdf,20130804,2014-01-09 00:00:00
102,蘇力颱風,沖蝕,苗栗縣,大湖鄉,武榮村,武榮村8鄰(坪林道路),https://246.swcb.gov.tw/AllFiles/PDF/102年蘇力颱風-苗栗大湖-001_最_.pdf,20130714,2014-01-09 00:00:00
102,蘇力颱風,洪水,高雄市,六龜區,荖濃里,清龍宮(台20縣74.5K),https://246.swcb.gov.tw/AllFiles/PDF/102年蘇力颱風-高雄六龜-001_最_.pdf,20130713,2014-01-09 00:00:00
102,蘇力颱風,土石流,南投縣,魚池鄉,日月村,中正路367巷69-2號民宅,https://246.swcb.gov.tw/AllFiles/PDF/102年蘇力颱風-南投魚池-001_最_.pdf,20130713,2014-01-09 00:00:00
102,蘇力颱風,土石流,臺中市,和平區,天輪里,白冷國小,https://246.swcb.gov.tw/AllFiles/PDF/102年蘇力颱風-台中和平-001_最_.pdf,20130713,2014-01-09 00:00:00
102,其他,土石流,嘉義縣,阿里山鄉,豐山村,中心嶺部落(行鼓吊橋),https://246.swcb.gov.tw/AllFiles/PDF/102年其他-嘉義阿里山-001_最_.pdf,20130706,2014-01-09 00:00:00
102,0602地震,沖蝕,南投縣,鹿谷鄉,鳳凰村,投56線9K~9.5K,https://246.swcb.gov.tw/AllFiles/PDF/102年0602地震-南投鹿谷-001_最_.pdf,20130602,2014-01-09 00:00:00
102,0602地震,沖蝕,南投縣,信義鄉,望美村,筆石橋 (新中橫公路95.5K處筆石段),https://246.swcb.gov.tw/AllFiles/PDF/102年0602地震-南投信義001_最_.pdf,20130602,2014-01-09 00:00:00
102,0517豪雨,沖蝕,南投縣,信義鄉,明德村,中平巷4號民宅,https://246.swcb.gov.tw/AllFiles/PDF/102年0517豪雨-南投信義-001_最_.pdf,20130520,2014-01-09 00:00:00
101,天秤颱風,"土石流,洪水",屏東縣,滿州鄉,港口村,久光橋,https://246.swcb.gov.tw/AllFiles/PDF/101年天秤颱風-屏東滿州-001_最_.pdf,20120824,2012-12-10 00:00:00
101,蘇拉颱風,沖蝕,苗栗縣,南庄鄉,南富村,如苑山莊,https://246.swcb.gov.tw/AllFiles/PDF/101年蘇拉颱風-苗栗南庄-001_最_.pdf,20120803,2012-12-10 00:00:00
101,蘇拉颱風,土石流,花蓮縣,秀林鄉,和平村,和中部落,https://246.swcb.gov.tw/AllFiles/PDF/101年蘇拉颱風-花蓮秀林-003_最_.pdf,20120802,2012-12-10 00:00:00
101,蘇拉颱風,土石流,花蓮縣,秀林鄉,和平村,和中部落,https://246.swcb.gov.tw/AllFiles/PDF/101年蘇拉颱風-花蓮秀林-002_最_.pdf,20120802,2012-12-10 00:00:00
101,蘇拉颱風,土石流,花蓮縣,秀林鄉,和平村,龍崎火藥分銷庫,https://246.swcb.gov.tw/AllFiles/PDF/101年蘇拉颱風-花蓮秀林-001_最_.pdf,20120802,2012-12-10 00:00:00
101,蘇拉颱風,"沖蝕,洪水",宜蘭縣,南澳鄉,碧候村,柑仔橋,https://246.swcb.gov.tw/AllFiles/PDF/101年蘇拉颱風-宜蘭南澳-002_最_.pdf,20120802,2012-12-10 00:00:00
101,蘇拉颱風,土石流,宜蘭縣,南澳鄉,碧候村,碧侯社區活動中心(信義路陽明巷53之2號),https://246.swcb.gov.tw/AllFiles/PDF/101年蘇拉颱風-宜蘭南澳-001_最_.pdf,20120802,2012-12-10 00:00:00
101,蘇拉颱風,洪水,宜蘭縣,大同鄉,南山村,地標：南山村加油站,https://246.swcb.gov.tw/AllFiles/PDF/101年蘇拉颱風-宜蘭大同-003_最_.pdf,20120802,2012-12-10 00:00:00
101,蘇拉颱風,沖蝕,宜蘭縣,大同鄉,南山村,米羅產業道路,https://246.swcb.gov.tw/AllFiles/PDF/101年蘇拉颱風-宜蘭大同-002_最_.pdf,20120802,2012-12-10 00:00:00
101,蘇拉颱風,洪水,宜蘭縣,大同鄉,茂安村,志航橋（省道臺7甲線12.5K）,https://246.swcb.gov.tw/AllFiles/PDF/101年蘇拉颱風-宜蘭大同-001_最_.pdf,20120802,2012-12-10 00:00:00
101,蘇拉颱風,土石流,新北市,三峽區,插角里,插角里188民宅,https://246.swcb.gov.tw/AllFiles/PDF/101年蘇拉颱風-新北三峽-001_最_.pdf,20120802,2012-12-10 00:00:00
101,蘇拉颱風,沖蝕,苗栗縣,大湖鄉,大寮村,台3線134.2K,https://246.swcb.gov.tw/AllFiles/PDF/101年蘇拉颱風-苗栗大湖-001_最_.pdf,20120802,2012-12-10 00:00:00
101,0610豪雨,沖蝕,臺東縣,大武鄉,大鳥村,南迴鐵路(台9線439k+280),https://246.swcb.gov.tw/AllFiles/PDF/101年0610豪雨-台東大武-001_最_.pdf,20120614,2012-07-20 00:00:00
101,0610豪雨,洪水,臺中市,和平區,天輪里,東關路二段115之1號民宅(台8線22k旁),https://246.swcb.gov.tw/AllFiles/PDF/101年0610豪雨-台中和平-001_最_.pdf,20120614,2012-07-20 00:00:00
101,0610豪雨,"土石流,洪水",南投縣,信義鄉,神木村,豐丘橋(台21線88K),https://246.swcb.gov.tw/AllFiles/PDF/101年0610豪雨-南投信義-001_最_.pdf,20120612,2012-07-20 00:00:00
101,0610豪雨,洪水,屏東縣,來義鄉,義林村,大後部落(大後集會所),https://246.swcb.gov.tw/AllFiles/PDF/101年0610豪雨-屏東來義-002_最_.pdf,20120612,2012-07-20 00:00:00
101,0610豪雨,地滑,雲林縣,古坑鄉,樟湖村,樟湖村8鄰車心崙,https://246.swcb.gov.tw/AllFiles/PDF/101年0610豪雨-雲林古坑-001_最_.pdf,20120612,2012-07-20 00:00:00
101,0610豪雨,"土石流,洪水",嘉義縣,阿里山鄉,來吉村,來吉大橋(縣道149甲49K處),https://246.swcb.gov.tw/AllFiles/PDF/101年0610豪雨-嘉義阿里山-001_最_.pdf,20120612,2012-07-20 00:00:00
101,0610豪雨,沖蝕,南投縣,國姓鄉,南港村,豐湖路、港頭巷1號民宅,https://246.swcb.gov.tw/AllFiles/PDF/101年0610豪雨-南投國姓-002_最_.pdf,20120612,2012-07-20 00:00:00
101,0610豪雨,洪水,臺中市,太平區,頭汴里,產業二號橋(中99線鄉道北田路),https://246.swcb.gov.tw/AllFiles/PDF/101年0610豪雨-台中太平-001_最_.pdf,20120612,2012-07-20 00:00:00
101,0610豪雨,沖蝕,臺北市,文山區,老泉里,野山土雞園(老泉街26巷1k+700),https://246.swcb.gov.tw/AllFiles/PDF/101年0610豪雨-台北文山-001_最_.pdf,20120612,2012-07-20 00:00:00
101,0610豪雨,沖蝕,臺北市,信義區,松隆里,瑤玉宮下方坡地(松山路近725號),https://246.swcb.gov.tw/AllFiles/PDF/101年0610豪雨-台北信義-001_最_.pdf,20120612,2012-07-20 00:00:00
101,0610豪雨,沖蝕,臺中市,東勢區,隆興里,石麻巷57號民宅,https://246.swcb.gov.tw/AllFiles/PDF/101年0610豪雨-台中東勢-001_最_.pdf,20120612,2012-07-20 00:00:00
101,0610豪雨,沖蝕,臺北市,大安區,學府里,義芳居後方坡地(基隆路三段155巷),https://246.swcb.gov.tw/AllFiles/PDF/101年0610豪雨-台北大安-001_最_.pdf,20120612,2012-07-20 00:00:00
101,0610豪雨,沖蝕,臺中市,和平區,梨山里,林務局佳陽分站(台8線69.5K),https://246.swcb.gov.tw/AllFiles/PDF/101年0610豪雨-台中和平-002_最_.pdf,20120611,2012-07-20 00:00:00
101,0610豪雨,地滑,南投縣,國姓鄉,大旗村,福旗巷(大旗農路),https://246.swcb.gov.tw/AllFiles/PDF/101年0610豪雨-南投國姓-001_最_.pdf,20120611,2012-07-20 00:00:00
101,0610豪雨,沖蝕,南投縣,仁愛鄉,合作村,平生部落(台電屯原支41號電線桿處),https://246.swcb.gov.tw/AllFiles/PDF/101年0610豪雨-南投仁愛-001_最_.pdf,20120610,2012-07-20 00:00:00
101,0610豪雨,土石流,南投縣,仁愛鄉,萬豐村,圓覺寺,https://246.swcb.gov.tw/AllFiles/PDF/101年0610豪雨-南投仁愛-003_最_.pdf,20120610,2012-07-20 00:00:00
101,0610豪雨,沖蝕,臺中市,新社區,福興里,民俗43號民宅,https://246.swcb.gov.tw/AllFiles/PDF/101年0610豪雨-台中新社-001_最_.pdf,20120610,2012-07-20 00:00:00
101,0610豪雨,洪水,南投縣,仁愛鄉,互助村,中原橋上游約1.2公里(眉原幹110分29電桿處),https://246.swcb.gov.tw/AllFiles/PDF/101年0610豪雨-南投仁愛-002_最_.pdf,20120610,2012-07-20 00:00:00
101,0610豪雨,"土石流,洪水",高雄市,六龜區,新發里,和平巷135號,https://246.swcb.gov.tw/AllFiles/PDF/101年0610豪雨-高雄六龜-002_最_.pdf,20120610,2012-07-20 00:00:00
101,0610豪雨,土石流,高雄市,六龜區,興龍里,清涼山護國妙崇寺,https://246.swcb.gov.tw/AllFiles/PDF/101年0610豪雨-高雄六龜-001_最_.pdf,20120610,2012-07-20 00:00:00
101,0610豪雨,洪水,屏東縣,來義鄉,來義村,東西部落(鄉道屏110線15k、來義東西部落聯絡道路),https://246.swcb.gov.tw/AllFiles/PDF/101年0610豪雨-屏東來義-001_最_.pdf,20120610,2012-07-20 00:00:00
101,0504豪雨,土石流,南投縣,信義鄉,豐丘村,隆華高枝18號電桿(民和巷57-4號、57-7號及57-8號),https://246.swcb.gov.tw/AllFiles/PDF/101年0504豪雨-南投信義-001_最_.pdf,20120503,2012-07-20 00:00:00
100,1001豪雨,沖蝕,宜蘭縣,蘇澳鎮,東澳里,省道台9線115.8K,https://246.swcb.gov.tw/AllFiles/PDF/100年1001豪雨-宜蘭蘇澳-001_最_.pdf,20111009,2012-02-08 00:00:00
100,1001豪雨,沖蝕,宜蘭縣,大同鄉,復興村,清水產業道路,https://246.swcb.gov.tw/AllFiles/PDF/100年1001豪雨-宜蘭大同-006_最_--審查後.pdf,20111003,2012-02-08 00:00:00
100,1001豪雨,"土石流,洪水",宜蘭縣,大同鄉,寒溪村,寒溪部落,https://246.swcb.gov.tw/AllFiles/PDF/100年1001豪雨-宜蘭大同-005_最_.pdf,20111003,2012-02-08 00:00:00
100,1001豪雨,洪水,宜蘭縣,南澳鄉,東岳村,布浪一號橋、布浪二號橋,https://246.swcb.gov.tw/AllFiles/PDF/100年1001豪雨-宜蘭南澳-002_最_.pdf,20111003,2012-02-08 00:00:00
100,1001豪雨,洪水,宜蘭縣,南澳鄉,東岳村,東澳部落(東岳冷泉公園),https://246.swcb.gov.tw/AllFiles/PDF/100年1001豪雨-宜蘭南澳-001_最_.pdf,20111003,2012-07-20 00:00:00
100,1001豪雨,洪水,宜蘭縣,大同鄉,樂水村,瑪崙橋,https://246.swcb.gov.tw/AllFiles/PDF/100年1001豪雨-宜蘭大同-004_最_--審查後.pdf,20111002,2012-02-08 00:00:00
100,1001豪雨,"土石流,沖蝕",花蓮縣,富里鄉,石牌村,枋仔崙產業道路(枋仔崙橋上游900公尺),https://246.swcb.gov.tw/AllFiles/PDF/100年1001豪雨-花蓮富里-001_最_--審查後.pdf,20111002,2012-02-08 00:00:00
100,1001豪雨,"土石流,沖蝕",宜蘭縣,大同鄉,英士村,台7線90.5K,https://246.swcb.gov.tw/AllFiles/PDF/100年1001豪雨-宜蘭大同-001_最_.pdf,20111002,2012-02-08 00:00:00
100,1001豪雨,"土石流,沖蝕",宜蘭縣,大同鄉,英士村,台7線90K,https://246.swcb.gov.tw/AllFiles/PDF/100年1001豪雨-宜蘭大同-002_最_.pdf,20111002,2012-02-08 00:00:00
100,1001豪雨,沖蝕,宜蘭縣,員山鄉,湖西村,省道台9甲線53.8K,https://246.swcb.gov.tw/AllFiles/PDF/100年1001豪雨-宜蘭員山-001_最_.pdf,20111002,2012-02-08 00:00:00
100,1001豪雨,土石流,宜蘭縣,三星鄉,員山村,泰雅一路451巷37號,https://246.swcb.gov.tw/AllFiles/PDF/100年1001豪雨-宜蘭三星-001_最_.pdf,20111002,2012-02-08 00:00:00
100,1001豪雨,土石流,宜蘭縣,大同鄉,復興村,泰雅一路451巷157號,https://246.swcb.gov.tw/AllFiles/PDF/100年1001豪雨-宜蘭大同-007_最_.pdf,20111002,2012-02-08 00:00:00
100,1001豪雨,沖蝕,宜蘭縣,大同鄉,樂水村,宜51鄉道6k及8k,https://246.swcb.gov.tw/AllFiles/PDF/100年1001豪雨-宜蘭大同-003_最_.pdf,20111002,2012-02-08 00:00:00
100,南瑪都颱風,"沖蝕,洪水",屏東縣,恆春鎮,墾丁里,潭子路2號、21號民宅,https://246.swcb.gov.tw/AllFiles/PDF/100年南瑪都颱風-屏東恆春-001(最).pdf,20110830,2012-02-08 00:00:00
100,南瑪都颱風,"沖蝕,洪水",屏東縣,牡丹鄉,牡丹村,屏199線20K、牡丹五號橋,https://246.swcb.gov.tw/AllFiles/PDF/100年南瑪都颱風-屏東牡丹-001_最_-審查後.pdf,20110829,2012-02-08 00:00:00
100,南瑪都颱風,土石流,屏東縣,滿州鄉,滿州村,老佛順天宮,https://246.swcb.gov.tw/AllFiles/PDF/100年南瑪都颱風-屏東滿州-001(最).pdf,20110829,2012-02-08 00:00:00
100,南瑪都颱風,洪水,屏東縣,來義鄉,來義村,來義東西部落(屏110鄉道15k),https://246.swcb.gov.tw/AllFiles/PDF/100年南瑪都颱風-屏東來義-001(最).pdf,20110829,2012-02-08 00:00:00
100,南瑪都颱風,洪水,屏東縣,來義鄉,丹林村,神鷹瀑布(來義派出所),https://246.swcb.gov.tw/AllFiles/PDF/100年南瑪都颱風-屏東來義-002_最_.pdf,20110829,2012-02-08 00:00:00
100,南瑪都颱風,地滑,屏東縣,牡丹鄉,四林村,靈山老祖娘娘廟(屏170鄉道5K處),https://246.swcb.gov.tw/AllFiles/PDF/100年南瑪都颱風-屏東牡丹-003(最).pdf,20110829,2012-02-08 00:00:00
100,南瑪都颱風,"洪水,地滑",屏東縣,牡丹鄉,四林村,牡林國小、四林路85號,https://246.swcb.gov.tw/AllFiles/PDF/100年南瑪都颱風-屏東牡丹-002(最).pdf,20110828,2012-02-08 00:00:00
100,0719豪雨,"沖蝕,洪水",嘉義縣,梅山鄉,太和村,社興橋(社前湖8-6號),https://246.swcb.gov.tw/AllFiles/PDF/100年0719豪雨-嘉義梅山-001_最_--審查後.pdf,20110719,2012-02-08 00:00:00
100,0719豪雨,土石流,南投縣,信義鄉,神木村,神木大橋(愛玉子溪與和社溪匯流處),https://246.swcb.gov.tw/AllFiles/PDF/100年0719豪雨-南投信義-001_最_修正.pdf,20110718,2012-02-08 00:00:00
99,梅姬颱風,洪水,宜蘭縣,大同鄉,樂水村,舊碼崙橋(大同鄉樂水村宜51線約12.5k處),https://246.swcb.gov.tw/AllFiles/PDF/99年梅姬颱風-宜蘭大同-001-(最).pdf,20101021,2010-11-30 00:00:00
99,梅姬颱風,沖蝕,宜蘭縣,冬山鄉,東城村,東城村223-1號(冬山路1段236號對面山坡),https://246.swcb.gov.tw/AllFiles/PDF/99年梅姬颱風-宜蘭冬山-001-(最).pdf,20101021,2010-11-30 00:00:00
99,梅姬颱風,"沖蝕,洪水",宜蘭縣,蘇澳鎮,永樂里,永樂活動中心(永樂路234巷1~3鄰),https://246.swcb.gov.tw/AllFiles/PDF/99年梅姬颱風-宜蘭蘇澳-006-(最).pdf,20101021,2010-11-30 00:00:00
99,梅姬颱風,沖蝕,宜蘭縣,蘇澳鎮,蘇北里,白雲寺旁民宅(台9線台2戊共線道路轉冷泉路約1公里),https://246.swcb.gov.tw/AllFiles/PDF/99年梅姬颱風-宜蘭蘇澳-005-(最).pdf,20101021,2010-11-30 00:00:00
99,梅姬颱風,土石流,宜蘭縣,蘇澳鎮,蘇北里,冷泉路9~12號民宅(台9線台2戊共線道路轉冷泉路約1公里),https://246.swcb.gov.tw/AllFiles/PDF/99年梅姬颱風-宜蘭蘇澳-004-(最).pdf,20101021,2010-11-30 00:00:00
99,梅姬颱風,"沖蝕,洪水",宜蘭縣,蘇澳鎮,永春里,永春里第9鄰(8、9、10號民宅後方),https://246.swcb.gov.tw/AllFiles/PDF/99年梅姬颱風-宜蘭蘇澳-024-(最).pdf,20101021,2010-11-30 00:00:00
99,梅姬颱風,"土石流,沖蝕",宜蘭縣,蘇澳鎮,蘇北里,指南宮(台9線台2戊共線道路轉冷泉路約1公里),https://246.swcb.gov.tw/AllFiles/PDF/99年梅姬颱風-宜蘭蘇澳-014-(最).pdf,20101021,2010-11-30 00:00:00
99,梅姬颱風,沖蝕,宜蘭縣,蘇澳鎮,南正里,進安宮(台2戊線13k處),https://246.swcb.gov.tw/AllFiles/PDF/99年梅姬颱風-宜蘭蘇澳-021-(最).pdf,20101021,2010-11-30 00:00:00
99,梅姬颱風,沖蝕,宜蘭縣,蘇澳鎮,南正里,天主巷盡頭坡地,https://246.swcb.gov.tw/AllFiles/PDF/99年梅姬颱風-宜蘭蘇澳-020-(最).pdf,20101021,2010-11-30 00:00:00
99,梅姬颱風,沖蝕,宜蘭縣,蘇澳鎮,蘇東里,城隍廟(埤岸路31號),https://246.swcb.gov.tw/AllFiles/PDF/99年梅姬颱風-宜蘭蘇澳-019-(最).pdf,20101021,2010-11-30 00:00:00
99,梅姬颱風,洪水,宜蘭縣,冬山鄉,安平村,照安宮橋(照安一路及照安二路交會處),https://246.swcb.gov.tw/AllFiles/PDF/99年梅姬颱風-宜蘭冬山-004-(最).pdf,20101021,2010-11-30 00:00:00
99,梅姬颱風,沖蝕,宜蘭縣,蘇澳鎮,永春里,湖東路底之湧泉休閒農場,https://246.swcb.gov.tw/AllFiles/PDF/99年梅姬颱風-宜蘭蘇澳-027-(最).pdf,20101021,2010-11-30 00:00:00
99,梅姬颱風,沖蝕,宜蘭縣,蘇澳鎮,永春里,湖東路26至28號,https://246.swcb.gov.tw/AllFiles/PDF/99年梅姬颱風-宜蘭蘇澳-026-(最).pdf,20101021,2010-11-30 00:00:00
99,梅姬颱風,"沖蝕,洪水",宜蘭縣,蘇澳鎮,南成里,鎮南廟(文化巷盡頭),https://246.swcb.gov.tw/AllFiles/PDF/99年梅姬颱風-宜蘭蘇澳-023-(最).pdf,20101021,2010-11-30 00:00:00
99,梅姬颱風,洪水,宜蘭縣,蘇澳鎮,聖湖里,聖湖里29~33鄰(台9線102.5K處),https://246.swcb.gov.tw/AllFiles/PDF/99年梅姬颱風-宜蘭蘇澳-003-(最).pdf,20101021,2010-11-30 00:00:00
99,梅姬颱風,"洪水,崩塌",宜蘭縣,蘇澳鎮,新城里,玉皇宮(武荖坑風景區),https://246.swcb.gov.tw/AllFiles/PDF/99年梅姬颱風-宜蘭蘇澳-002-(最).pdf,20101021,2010-11-30 00:00:00
99,梅姬颱風,洪水,宜蘭縣,蘇澳鎮,新城里,武荖坑32號(台9線往蘇澳方向右轉武荖坑路約800公尺),https://246.swcb.gov.tw/AllFiles/PDF/99年梅姬颱風-宜蘭蘇澳-001-(最).pdf,20101021,2010-11-30 00:00:00
99,梅姬颱風,沖蝕,宜蘭縣,冬山鄉,東城村,武荖坑渡假山莊(冬山路一段9弄28號),https://246.swcb.gov.tw/AllFiles/PDF/99年梅姬颱風-宜蘭冬山-002-(最).pdf,20101021,2010-11-30 00:00:00
99,梅姬颱風,洪水,宜蘭縣,三星鄉,拱照村,大坑五號橋(大坑路28號旁民宅旁),https://246.swcb.gov.tw/AllFiles/PDF/99年梅姬颱風-宜蘭三星-001-(最).pdf,20101021,2010-11-30 00:00:00
99,梅姬颱風,"土石流,沖蝕",宜蘭縣,蘇澳鎮,南成里,漢聖宮及南仙宮(新化巷盡頭),https://246.swcb.gov.tw/AllFiles/PDF/99年梅姬颱風-宜蘭蘇澳-009-(最).pdf,20101021,2010-11-30 00:00:00
99,梅姬颱風,洪水,宜蘭縣,大同鄉,寒溪村,宜33線11.2k處,https://246.swcb.gov.tw/AllFiles/PDF/99年梅姬颱風-宜蘭大同-002-(最).pdf,20101021,2010-11-30 00:00:00
99,梅姬颱風,沖蝕,宜蘭縣,蘇澳鎮,蘇西里,中山路一段264巷(蘇澳分局及戶政事務所後方山坡),https://246.swcb.gov.tw/AllFiles/PDF/99年梅姬颱風-宜蘭蘇澳-018-(最).pdf,20101021,2010-11-30 00:00:00
99,梅姬颱風,洪水,宜蘭縣,蘇澳鎮,蘇西里,中山路一段206巷(台9線104k處),https://246.swcb.gov.tw/AllFiles/PDF/99年梅姬颱風-宜蘭蘇澳-017-(最).pdf,20101021,2010-11-30 00:00:00
99,梅姬颱風,"沖蝕,洪水",宜蘭縣,蘇澳鎮,聖湖里,南順宮及聖愛路97號(台9線右轉聖愛路0.5K及1.5處),https://246.swcb.gov.tw/AllFiles/PDF/99年梅姬颱風-宜蘭蘇澳-016-(最).pdf,20101021,2010-11-30 00:00:00
99,梅姬颱風,洪水,宜蘭縣,冬山鄉,東城村,佛光慈惠寺(佛光路260號),https://246.swcb.gov.tw/AllFiles/PDF/99年梅姬颱風-宜蘭冬山-003-(最).pdf,20101021,2010-11-30 00:00:00
99,梅姬颱風,"沖蝕,洪水",宜蘭縣,蘇澳鎮,南正里,蘇南公路水道巷,https://246.swcb.gov.tw/AllFiles/PDF/99年梅姬颱風-宜蘭蘇澳-013-(最).pdf,20101021,2010-11-30 00:00:00
99,梅姬颱風,沖蝕,宜蘭縣,蘇澳鎮,南成里,文化巷(台2戊轉力行街盡頭),https://246.swcb.gov.tw/AllFiles/PDF/99年梅姬颱風-宜蘭蘇澳-022-(最).pdf,20101021,2010-11-30 00:00:00
99,梅姬颱風,沖蝕,宜蘭縣,蘇澳鎮,永春里,湖東路25號民宅(土雞城),https://246.swcb.gov.tw/AllFiles/PDF/99年梅姬颱風-宜蘭蘇澳-028-(最).pdf,20101021,2010-11-30 00:00:00
99,梅姬颱風,"沖蝕,洪水",宜蘭縣,蘇澳鎮,永春里,白米木屐館(永春路134巷15號),https://246.swcb.gov.tw/AllFiles/PDF/99年梅姬颱風-宜蘭蘇澳-025-(最).pdf,20101021,2010-11-30 00:00:00
99,梅姬颱風,"土石流,沖蝕,洪水",宜蘭縣,蘇澳鎮,南成里,南安國中(南方澳學府路尾端),https://246.swcb.gov.tw/AllFiles/PDF/99年梅姬颱風-宜蘭蘇澳-012-(最).pdf,20101021,2010-11-30 00:00:00
99,梅姬颱風,洪水,宜蘭縣,蘇澳鎮,永春里,佬濃山莊(永春路右轉湖南路約600公尺),https://246.swcb.gov.tw/AllFiles/PDF/99年梅姬颱風-宜蘭蘇澳-011-(最).pdf,20101021,2010-11-30 00:00:00
99,梅姬颱風,"沖蝕,洪水",宜蘭縣,蘇澳鎮,永樂里,永樂里10鄰(永樂南路96~99號),https://246.swcb.gov.tw/AllFiles/PDF/99年梅姬颱風-宜蘭蘇澳-007-(最).pdf,20101021,2010-11-30 00:00:00
99,梅姬颱風,洪水,宜蘭縣,蘇澳鎮,永樂里,永樂里11鄰(永樂南路151號民宅),https://246.swcb.gov.tw/AllFiles/PDF/99年梅姬颱風-宜蘭蘇澳-008-(最).pdf,20101021,2010-11-30 00:00:00
99,梅姬颱風,"沖蝕,洪水",宜蘭縣,蘇澳鎮,永春里,猴猴坑溪(永春路左轉湖東路約200公尺),https://246.swcb.gov.tw/AllFiles/PDF/99年梅姬颱風-宜蘭蘇澳-010-(最).pdf,20101021,2010-11-30 00:00:00
99,1016豪雨,洪水,花蓮縣,光復鄉,南富村,太巴塱部落(縣道193線與台11甲交會處),https://246.swcb.gov.tw/AllFiles/PDF/99年1016豪雨-花蓮光復-002-(最).pdf,20101016,2010-11-30 00:00:00
99,1016豪雨,洪水,花蓮縣,豐濱鄉,新社村,復興部落(台11線44K轉復興產業道路),https://246.swcb.gov.tw/AllFiles/PDF/99年1016豪雨-花蓮豐濱-002-(最).pdf,20101016,2010-11-30 00:00:00
99,1016豪雨,洪水,花蓮縣,豐濱鄉,豐濱村,八里灣部落(花51線尾端),https://246.swcb.gov.tw/AllFiles/PDF/99年1016豪雨-花蓮豐濱-001-(最).pdf,20101016,2010-11-30 00:00:00
99,1016豪雨,洪水,花蓮縣,光復鄉,大興村,信望愛少年學院下方,https://246.swcb.gov.tw/AllFiles/PDF/99年1016豪雨-花蓮光復-001-(最).pdf,20101016,2010-11-30 00:00:00
